#nid,label,prop1,prop2,prop3,start,end
617,person,,low,neg,39,42
617,person,,low,neg,43,45
617,person,,low,neg,46,47
617,person,,low,neg,48,50
618,person,,low,neg,1,3
618,person,,low,neg,4,5
618,person,,low,neg,6,8
618,person,,low,neg,9,10
618,person,,low,neg,11,13
618,person,,low,neg,14,17
618,person,,low,neg,18,21
618,person,,low,neg,23,24
618,person,,low,neg,25,26
618,person,,low,neg,27,30
618,person,,low,pos,33,34
618,person,,low,neg,36,37
618,person,,low,neg,38,39
618,person,,low,neg,40,42
618,person,,low,neg,43,45
618,person,,low,neg,46,47
618,person,,low,neg,49,51
619,person,,low,neg,1,2
619,person,,low,neg,3,5
619,person,,low,neg,6,8
619,person,,low,neg,9,12
619,person,,low,neg,13,14
619,person,,low,neg,16,18
619,person,,low,neg,21,22
619,person,,low,neg,24,26
619,person,,low,neg,28,29
619,person,,low,neg,30,32
619,person,,low,neg,34,37
619,person,,low,neg,38,41
619,person,,low,neg,42,44
619,person,,low,neg,45,47
619,person,,low,neg,48,50
620,person,,low,neg,2,3
620,person,,low,neg,5,8
620,person,,low,neg,10,12
620,person,,low,neg,14,17
620,person,,low,neg,18,19
620,person,,low,neg,20,23
620,person,,low,neg,24,25
620,person,,low,neg,26,29
620,person,,low,neg,30,33
620,person,,low,neg,35,37
620,person,,low,neg,38,40
620,person,,low,neg,41,42
620,person,,low,neg,43,44
620,person,,low,neg,45,48
621,person,,low,neg,1,2
621,person,,low,neg,4,6
621,person,,low,neg,7,9
621,person,,low,neg,10,12
621,person,,low,pos,13,15
621,person,,low,neg,16,19
621,person,,low,neg,20,22
621,person,,low,pos,24,26
621,person,,low,neg,28,29
621,person,,low,neg,32,34
621,person,,low,neg,35,36
621,person,,low,neg,37,39
621,person,,low,neg,40,42
621,person,,low,neg,43,44
621,person,,low,neg,45,47
621,person,,low,neg,48,49
622,person,,low,neg,1,4
622,person,,low,neg,5,6
622,person,,low,neg,10,12
622,person,,low,neg,13,14
622,person,,low,neg,16,18
622,person,,low,neg,21,24
622,person,,low,neg,25,26
622,person,,low,neg,27,28
622,person,,low,neg,29,30
622,person,,low,neg,31,32
622,person,,low,neg,34,35
622,person,,low,neg,37,38
622,person,,low,neg,39,40
622,person,,low,neg,41,44
622,person,,low,neg,48,49
623,person,,low,neg,1,3
623,person,,low,neg,5,8
623,person,,low,neg,10,11
623,person,,low,neg,12,14
623,person,,low,neg,15,18
623,person,,low,neg,19,20
623,person,,low,neg,21,23
623,person,,low,neg,24,27
623,person,,low,neg,29,31
623,person,,low,neg,32,33
623,person,,low,neg,34,35
623,person,,low,neg,36,39
623,person,,low,neg,41,42
623,person,,low,neg,45,46
623,person,,low,neg,47,50
624,person,,low,neg,2,5
624,person,,low,neg,6,7
624,person,,low,neg,8,11
624,person,,low,pos,12,14
624,person,,low,neg,16,18
624,person,,low,neg,19,22
624,person,,low,neg,23,24
624,person,,low,neg,25,26
624,person,,low,neg,27,29
624,person,,low,neg,30,32
624,person,,low,neg,34,35
624,person,,low,neg,36,37
624,person,,low,neg,41,44
624,person,,low,neg,46,48
625,person,,low,neg,1,4
625,person,,low,neg,5,6
625,person,,low,neg,7,9
625,person,,low,neg,10,13
625,person,,low,neg,15,17
625,person,,low,neg,18,19
625,person,,low,neg,20,21
625,person,,low,neg,23,24
625,person,,low,neg,25,26
625,person,,low,neg,28,30
625,person,,low,neg,31,34
625,person,,low,neg,36,39
625,person,,low,neg,40,41
625,person,,low,neg,42,43
625,person,,low,neg,44,45
625,person,,low,neg,46,47
625,person,,low,neg,48,50
626,person,,low,neg,2,4
626,person,,low,neg,7,9
626,person,,low,neg,10,12
626,person,,low,neg,13,14
626,person,,low,neg,15,18
626,person,,low,neg,19,22
626,person,,low,neg,23,24
626,person,,low,neg,25,27
626,person,,low,neg,28,29
626,person,,low,neg,31,34
626,person,,low,neg,35,37
626,person,,low,neg,39,42
626,person,,low,neg,43,45
626,person,,low,neg,46,47
627,person,,low,pos,1,3
627,person,,low,neg,4,7
627,person,,low,neg,8,10
627,person,,low,neg,11,12
627,person,,low,neg,14,17
627,person,,low,neg,18,20
627,person,,low,neg,21,24
627,person,,low,neg,25,27
627,person,,low,neg,28,30
627,person,,low,neg,31,32
627,person,,low,neg,33,34
627,person,,low,neg,35,38
627,person,,low,neg,39,40
627,person,,low,neg,41,43
627,person,,low,neg,45,48
628,person,,low,neg,2,4
628,person,,low,neg,5,7
628,person,,low,pos,8,11
628,person,,low,neg,12,13
628,person,,low,neg,14,16
628,person,,low,neg,17,18
628,person,,low,pos,19,21
628,person,,low,neg,22,23
628,person,,low,neg,24,26
628,person,,low,neg,27,30
628,person,,low,neg,32,33
628,person,,low,pos,34,36
628,person,,low,neg,37,40
628,person,,low,neg,42,43
628,person,,low,neg,44,45
628,person,,low,neg,46,48
629,person,,low,neg,1,2
629,person,,low,neg,3,6
629,person,,low,neg,8,11
629,person,,low,neg,12,13
629,person,,low,neg,14,17
629,person,,low,neg,18,20
629,person,,low,neg,21,24
629,person,,low,neg,25,26
629,person,,low,neg,27,30
629,person,,low,neg,32,34
629,person,,low,neg,35,37
629,person,,low,neg,39,41
629,person,,low,pos,44,47
629,person,,low,neg,48,51
630,person,,low,neg,3,5
630,person,,low,neg,8,9
630,person,,low,neg,10,12
630,person,,low,neg,13,15
630,person,,low,neg,16,17
630,person,,low,neg,18,21
630,person,,low,neg,22,24
630,person,,low,neg,25,27
630,person,,low,neg,28,30
630,person,,low,neg,31,32
630,person,,low,neg,33,34
630,person,,low,neg,35,37
630,person,,low,neg,38,39
630,person,,low,neg,40,42
630,person,,low,neg,45,46
630,person,,low,neg,47,48
631,person,,low,neg,3,6
631,person,,low,neg,7,9
631,person,,low,pos,10,11
631,person,,low,neg,12,14
631,person,,low,neg,15,17
631,person,,low,neg,18,19
631,person,,low,neg,24,26
631,person,,low,neg,29,31
631,person,,low,neg,32,34
631,person,,low,neg,36,38
631,person,,low,neg,39,42
631,person,,low,neg,43,44
631,person,,low,neg,46,48
632,person,,low,neg,3,4
632,person,,low,neg,5,6
632,person,,low,neg,7,8
632,person,,low,neg,9,12
632,person,,low,neg,13,14
632,person,,low,neg,15,18
632,person,,low,neg,19,21
632,person,,low,neg,25,27
632,person,,low,neg,28,29
632,person,,low,neg,30,31
632,person,,low,neg,33,36
632,person,,low,neg,38,41
632,person,,low,neg,42,45
633,person,,low,neg,1,3
633,person,,low,neg,4,5
633,person,,low,neg,6,7
633,person,,low,neg,8,11
633,person,,low,neg,12,15
633,person,,low,neg,16,19
633,person,,low,neg,20,22
633,person,,low,neg,24,27
633,person,,low,neg,28,31
633,person,,low,neg,32,34
633,person,,low,neg,35,38
633,person,,low,neg,40,42
633,person,,low,neg,44,45
633,person,,low,neg,46,47
633,person,,low,neg,48,49
634,person,,low,neg,1,2
634,person,,low,neg,3,5
634,person,,low,neg,6,9
634,person,,low,pos,10,13
634,person,,low,neg,15,16
634,person,,low,neg,17,18
634,person,,low,neg,19,21
634,person,,low,neg,22,24
634,person,,low,neg,25,27
634,person,,low,neg,28,29
634,person,,low,neg,30,31
634,person,,low,neg,34,35
634,person,,low,neg,36,37
634,person,,low,neg,39,40
634,person,,low,neg,42,43
634,person,,low,neg,44,46
634,person,,low,neg,47,48
635,person,,high,neg,2,5
635,person,,high,neg,6,8
635,person,,high,neg,9,10
635,person,,high,neg,11,12
635,person,,high,neg,15,16
635,person,,high,neg,17,19
635,person,,high,neg,20,21
635,person,,high,neg,24,25
635,person,,high,neg,26,28
635,person,,high,neg,30,31
635,person,,high,neg,33,36
635,person,,high,neg,37,38
635,person,,high,neg,39,40
635,person,,high,neg,43,44
635,person,,high,neg,45,47
636,person,,low,neg,1,4
636,person,,low,neg,5,7
636,person,,low,neg,8,9
636,person,,low,neg,10,13
636,person,,low,neg,14,16
636,person,,low,neg,17,19
636,person,,low,neg,20,23
636,person,,low,neg,24,26
636,person,,low,neg,27,29
636,person,,low,neg,30,32
636,person,,low,neg,33,36
636,person,,low,neg,38,40
636,person,,low,neg,41,42
636,person,,low,neg,45,47
636,person,,low,neg,48,50
637,person,,low,neg,1,4
637,person,,low,neg,6,7
637,person,,low,neg,8,10
637,person,,low,neg,11,12
637,person,,low,neg,14,16
637,person,,low,pos,17,19
637,person,,low,neg,21,23
637,person,,low,neg,24,25
637,person,,low,neg,26,27
637,person,,low,neg,31,33
637,person,,low,neg,35,36
637,person,,low,neg,38,39
637,person,,low,neg,41,44
637,person,,low,pos,46,48
638,person,,high,neg,1,3
638,person,,high,neg,6,8
638,person,,high,neg,9,11
638,person,,high,neg,12,13
638,person,,high,neg,14,16
638,person,,high,neg,17,19
638,person,,high,neg,20,22
638,person,,high,neg,23,26
638,person,,high,neg,30,32
638,person,,high,neg,33,34
638,person,,high,neg,35,36
638,person,,high,neg,37,39
638,person,,high,pos,40,41
638,person,,high,neg,42,44
638,person,,high,neg,45,46
638,person,,high,neg,47,50
639,person,,low,neg,2,3
639,person,,low,pos,4,6
639,person,,low,pos,8,11
639,person,,low,neg,13,14
639,person,,low,neg,15,17
639,person,,low,neg,18,19
639,person,,low,neg,22,24
639,person,,low,neg,25,26
639,person,,low,neg,28,29
639,person,,low,neg,30,33
639,person,,low,neg,35,38
639,person,,low,neg,39,41
639,person,,low,neg,44,45
639,person,,low,neg,46,48
640,person,,low,neg,3,4
640,person,,low,neg,5,7
640,person,,low,neg,8,9
640,person,,low,neg,11,12
640,person,,low,neg,13,14
640,person,,low,neg,15,17
640,person,,low,neg,18,20
640,person,,low,neg,21,24
640,person,,low,neg,26,28
640,person,,low,neg,29,32
640,person,,low,neg,33,35
640,person,,low,neg,36,37
640,person,,low,neg,38,39
640,person,,low,neg,40,41
640,person,,low,neg,42,44
640,person,,low,neg,46,48
641,person,,high,neg,1,4
641,person,,high,neg,5,7
641,person,,high,neg,9,10
641,person,,high,neg,12,14
641,person,,high,neg,15,17
641,person,,high,neg,19,21
641,person,,high,neg,22,23
641,person,,high,neg,24,26
641,person,,high,neg,27,30
641,person,,high,neg,32,35
641,person,,high,neg,36,38
641,person,,high,neg,40,42
641,person,,high,neg,43,45
641,person,,high,neg,46,48
641,person,,high,neg,49,50
642,person,,low,neg,1,2
642,person,,low,neg,3,6
642,person,,low,neg,7,8
642,person,,low,neg,9,11
642,person,,low,neg,13,16
642,person,,low,neg,17,20
642,person,,low,neg,22,25
642,person,,low,neg,28,31
642,person,,low,pos,32,34
642,person,,low,neg,35,37
642,person,,low,neg,38,40
642,person,,low,neg,45,48
642,person,,low,neg,49,50
643,person,,high,neg,1,2
643,person,,high,neg,3,5
643,person,,high,neg,6,7
643,person,,high,neg,8,10
643,person,,high,neg,11,12
643,person,,high,neg,13,14
643,person,,high,neg,17,19
643,person,,high,neg,20,21
643,person,,high,neg,24,27
643,person,,high,neg,28,30
643,person,,high,neg,31,32
643,person,,high,neg,34,37
643,person,,high,neg,38,40
643,person,,high,neg,41,42
643,person,,high,neg,46,47
643,person,,high,neg,48,51
644,person,,low,neg,1,2
644,person,,low,neg,3,4
644,person,,low,neg,5,7
644,person,,low,neg,8,9
644,person,,low,neg,10,11
644,person,,low,neg,12,15
644,person,,low,neg,16,18
644,person,,low,neg,19,22
644,person,,low,neg,23,24
644,person,,low,neg,25,28
644,person,,low,neg,29,32
644,person,,low,neg,33,36
644,person,,low,neg,37,40
644,person,,low,neg,42,43
644,person,,low,neg,44,47
645,person,,low,neg,1,3
645,person,,low,neg,4,5
645,person,,low,neg,6,7
645,person,,low,neg,8,10
645,person,,low,neg,11,14
645,person,,low,neg,15,18
645,person,,low,neg,20,23
645,person,,low,neg,24,26
645,person,,low,neg,27,28
645,person,,low,neg,29,31
645,person,,low,neg,33,35
645,person,,low,neg,37,39
645,person,,low,neg,40,41
645,person,,low,neg,42,43
645,person,,low,neg,44,46
645,person,,low,neg,47,48
646,person,,low,neg,1,4
646,person,,low,neg,5,6
646,person,,low,neg,7,8
646,person,,low,neg,9,12
646,person,,low,neg,13,16
646,person,,low,neg,17,18
646,person,,low,neg,20,21
646,person,,low,neg,22,23
646,person,,low,neg,24,25
646,person,,low,neg,26,29
646,person,,low,neg,30,31
646,person,,low,neg,32,34
646,person,,low,neg,35,37
646,person,,low,neg,38,40
646,person,,low,neg,41,42
646,person,,low,neg,43,45
646,person,,low,neg,46,47
647,person,,low,neg,1,2
647,person,,low,neg,3,6
647,person,,low,neg,8,10
647,person,,low,neg,11,14
647,person,,low,neg,15,17
647,person,,low,neg,18,19
647,person,,low,neg,20,21
647,person,,low,neg,22,23
647,person,,low,neg,24,25
647,person,,low,neg,26,27
647,person,,low,neg,28,29
647,person,,low,neg,30,31
647,person,,low,neg,33,36
647,person,,low,neg,38,39
647,person,,low,neg,40,42
647,person,,low,neg,44,47
647,person,,low,pos,49,50
648,person,,low,neg,1,3
648,person,,low,neg,4,6
648,person,,low,neg,7,8
648,person,,low,neg,11,13
648,person,,low,neg,14,15
648,person,,low,neg,16,18
648,person,,low,neg,19,20
648,person,,low,neg,22,25
648,person,,low,neg,26,27
648,person,,low,neg,28,30
648,person,,low,neg,31,32
648,person,,low,neg,33,34
648,person,,low,pos,35,37
648,person,,low,neg,38,40
648,person,,low,neg,41,44
648,person,,low,neg,45,46
648,person,,low,neg,47,50
649,person,,low,neg,1,3
649,person,,low,neg,4,5
649,person,,low,neg,6,7
649,person,,low,neg,8,10
649,person,,low,neg,11,14
649,person,,low,neg,16,17
649,person,,low,neg,18,20
649,person,,low,neg,23,25
649,person,,low,pos,26,27
649,person,,low,neg,29,32
649,person,,low,neg,33,34
649,person,,low,neg,36,39
649,person,,low,pos,41,44
649,person,,low,neg,45,47
649,person,,low,neg,48,49
650,person,,low,neg,1,2
650,person,,low,neg,3,4
650,person,,low,neg,5,6
650,person,,low,neg,9,10
650,person,,low,neg,11,13
650,person,,low,pos,14,16
650,person,,low,neg,17,19
650,person,,low,neg,21,23
650,person,,low,neg,24,27
650,person,,low,neg,29,30
650,person,,low,neg,32,33
650,person,,low,neg,34,35
650,person,,low,neg,36,39
650,person,,low,neg,40,41
650,person,,low,neg,42,44
650,person,,low,neg,45,46
650,person,,low,neg,48,50
651,person,,low,pos,1,2
651,person,,low,neg,6,9
651,person,,low,neg,10,12
651,person,,low,neg,13,16
651,person,,low,neg,17,18
651,person,,low,neg,19,21
651,person,,low,neg,22,24
651,person,,low,neg,25,26
651,person,,low,neg,28,30
651,person,,low,neg,31,33
651,person,,low,neg,34,35
651,person,,low,neg,36,38
651,person,,low,neg,40,42
651,person,,low,neg,44,47
651,person,,low,neg,48,51
652,person,,low,neg,1,3
652,person,,low,neg,4,6
652,person,,low,neg,8,10
652,person,,low,neg,11,12
652,person,,low,neg,13,15
652,person,,low,neg,18,21
652,person,,low,neg,24,26
652,person,,low,neg,27,30
652,person,,low,neg,31,34
652,person,,low,neg,35,38
652,person,,low,neg,41,43
652,person,,low,pos,44,45
652,person,,low,neg,46,48
653,person,,low,neg,1,3
653,person,,low,neg,4,6
653,person,,low,neg,7,9
653,person,,low,neg,10,13
653,person,,low,neg,16,17
653,person,,low,neg,18,21
653,person,,low,neg,23,24
653,person,,low,neg,25,26
653,person,,low,neg,29,30
653,person,,low,neg,31,33
653,person,,low,neg,34,36
653,person,,low,neg,37,38
653,person,,low,neg,40,43
653,person,,low,neg,44,45
653,person,,low,neg,46,48
654,person,,low,pos,1,2
654,person,,low,neg,3,6
654,person,,low,neg,7,9
654,person,,low,neg,10,13
654,person,,low,neg,14,17
654,person,,low,neg,18,19
654,person,,low,neg,20,23
654,person,,low,neg,24,26
654,person,,low,neg,28,29
654,person,,low,neg,31,34
654,person,,low,neg,35,36
654,person,,low,neg,39,42
654,person,,low,neg,43,44
654,person,,low,neg,45,47
655,person,,low,neg,2,3
655,person,,low,neg,4,7
655,person,,low,neg,8,11
655,person,,low,neg,12,14
655,person,,low,neg,15,17
655,person,,low,neg,18,19
655,person,,low,neg,20,22
655,person,,low,neg,23,24
655,person,,low,neg,25,26
655,person,,low,neg,27,29
655,person,,low,neg,30,31
655,person,,low,neg,32,34
655,person,,low,neg,36,39
655,person,,low,neg,40,41
655,person,,low,neg,42,43
655,person,,low,neg,44,47
655,person,,low,neg,48,51
656,person,,low,neg,1,2
656,person,,low,neg,3,5
656,person,,low,neg,6,9
656,person,,low,neg,10,13
656,person,,low,neg,15,17
656,person,,low,neg,19,20
656,person,,low,neg,22,23
656,person,,low,neg,24,25
656,person,,low,neg,27,29
656,person,,low,neg,30,32
656,person,,low,neg,39,41
656,person,,low,neg,42,43
656,person,,low,neg,44,45
656,person,,low,neg,46,49
657,person,,low,neg,1,4
657,person,,low,neg,7,8
657,person,,low,neg,9,12
657,person,,low,neg,13,15
657,person,,low,neg,16,17
657,person,,low,neg,18,19
657,person,,low,neg,20,23
657,person,,low,neg,24,25
657,person,,low,neg,26,29
657,person,,low,neg,30,32
657,person,,low,neg,33,35
657,person,,low,neg,36,38
657,person,,low,neg,39,40
657,person,,low,neg,41,42
657,person,,low,neg,43,45
657,person,,low,neg,46,49
658,person,,low,neg,1,2
658,person,,low,neg,3,5
658,person,,low,neg,6,7
658,person,,low,neg,12,15
658,person,,low,neg,16,18
658,person,,low,neg,20,21
658,person,,low,neg,23,24
658,person,,low,neg,25,27
658,person,,low,neg,28,30
658,person,,low,neg,31,33
658,person,,low,pos,35,36
658,person,,low,pos,37,38
658,person,,low,neg,41,42
658,person,,low,neg,43,44
658,person,,low,neg,46,49
659,person,,low,neg,1,2
659,person,,low,neg,3,4
659,person,,low,neg,5,6
659,person,,low,neg,8,9
659,person,,low,neg,10,11
659,person,,low,neg,12,14
659,person,,low,neg,15,18
659,person,,low,neg,19,22
659,person,,low,neg,25,28
659,person,,low,neg,29,30
659,person,,low,neg,31,32
659,person,,low,neg,33,35
659,person,,low,neg,37,38
659,person,,low,neg,39,42
659,person,,low,neg,43,44
659,person,,low,neg,45,46
659,person,,low,neg,47,49
660,person,,low,neg,2,3
660,person,,low,neg,7,9
660,person,,low,neg,10,14
660,person,,low,neg,16,17
660,person,,low,neg,18,20
660,person,,low,neg,22,23
660,person,,low,pos,24,26
660,person,,low,neg,27,28
660,person,,low,neg,29,31
660,person,,low,neg,32,33
660,person,,low,neg,34,36
660,person,,low,neg,37,38
660,person,,low,neg,39,40
660,person,,low,neg,42,44
660,person,,low,pos,46,49
661,person,,low,neg,1,3
661,person,,low,neg,6,9
661,person,,low,neg,11,13
661,person,,low,neg,14,15
661,person,,low,neg,20,22
661,person,,low,neg,24,25
661,person,,low,neg,27,29
661,person,,low,neg,31,33
661,person,,low,neg,34,36
661,person,,low,neg,37,39
661,person,,low,neg,42,43
661,person,,low,neg,45,47
661,person,,low,neg,48,51
662,person,,low,neg,1,2
662,person,,low,neg,3,5
662,person,,low,neg,7,9
662,person,,low,neg,12,13
662,person,,low,neg,14,15
662,person,,low,neg,16,18
662,person,,low,neg,19,22
662,person,,low,neg,23,24
662,person,,low,neg,25,27
662,person,,low,neg,29,30
662,person,,low,neg,31,33
662,person,,low,neg,34,36
662,person,,low,neg,37,38
662,person,,low,neg,39,41
662,person,,low,neg,42,44
662,person,,low,neg,45,48
662,person,,low,neg,49,52
663,person,,low,neg,1,4
663,person,,low,neg,5,7
663,person,,low,neg,8,10
663,person,,low,neg,11,14
663,person,,low,neg,16,18
663,person,,low,neg,19,21
663,person,,low,neg,22,24
663,person,,low,neg,25,26
663,person,,low,neg,27,29
663,person,,low,neg,30,32
663,person,,low,neg,33,34
663,person,,low,neg,36,37
663,person,,low,neg,38,40
663,person,,low,neg,41,43
663,person,,low,neg,44,47
663,person,,low,neg,48,49
664,person,,low,neg,1,2
664,person,,low,neg,3,5
664,person,,low,neg,6,8
664,person,,low,neg,11,12
664,person,,low,pos,13,14
664,person,,low,neg,16,18
664,person,,low,pos,21,22
664,person,,low,neg,23,26
664,person,,low,neg,27,29
664,person,,low,neg,30,31
664,person,,low,neg,32,33
664,person,,low,neg,34,36
664,person,,low,neg,37,39
664,person,,low,neg,40,42
664,person,,low,neg,43,44
664,person,,low,neg,45,47
664,person,,low,neg,48,51
665,person,,low,neg,1,2
665,person,,low,neg,3,4
665,person,,low,neg,5,6
665,person,,low,pos,7,9
665,person,,low,neg,10,13
665,person,,low,neg,15,16
665,person,,low,neg,18,21
665,person,,low,neg,22,24
665,person,,low,neg,25,28
665,person,,low,pos,29,30
665,person,,low,neg,32,34
665,person,,low,neg,36,39
665,person,,low,neg,40,41
665,person,,low,neg,42,43
665,person,,low,neg,44,46
665,person,,low,neg,47,48
666,person,,low,neg,1,3
666,person,,low,neg,4,5
666,person,,low,neg,6,9
666,person,,low,neg,11,12
666,person,,low,neg,13,16
666,person,,low,neg,17,18
666,person,,low,neg,20,22
666,person,,low,neg,23,24
666,person,,low,neg,25,26
666,person,,low,neg,27,28
666,person,,low,neg,30,32
666,person,,low,neg,33,34
666,person,,low,neg,35,38
666,person,,low,neg,39,42
666,person,,low,neg,46,48
667,person,,high,neg,1,2
667,person,,high,neg,3,5
667,person,,high,neg,7,8
667,person,,high,neg,9,10
667,person,,high,neg,12,13
667,person,,high,neg,14,15
667,person,,high,pos,16,17
667,person,,high,neg,18,21
667,person,,high,neg,22,24
667,person,,high,neg,25,27
667,person,,high,neg,28,29
667,person,,high,neg,30,32
667,person,,high,neg,33,36
667,person,,high,neg,37,40
667,person,,high,neg,41,43
667,person,,high,neg,45,47
667,person,,high,neg,49,50
668,person,,low,neg,1,4
668,person,,low,neg,5,6
668,person,,low,neg,8,9
668,person,,low,neg,13,14
668,person,,low,neg,15,17
668,person,,low,pos,18,19
668,person,,low,neg,20,21
668,person,,low,neg,22,23
668,person,,low,neg,24,25
668,person,,low,neg,26,27
668,person,,low,neg,29,31
668,person,,low,neg,32,35
668,person,,low,neg,36,38
668,person,,low,neg,39,42
668,person,,low,neg,44,47
668,person,,low,neg,48,49
669,person,,low,neg,1,2
669,person,,low,neg,3,5
669,person,,low,neg,8,11
669,person,,low,neg,14,16
669,person,,low,neg,17,18
669,person,,low,neg,19,20
669,person,,low,neg,22,25
669,person,,low,neg,26,27
669,person,,low,neg,28,31
669,person,,low,neg,32,34
669,person,,low,neg,35,38
669,person,,low,neg,39,41
669,person,,low,neg,42,45
669,person,,low,neg,46,48
670,person,,low,neg,1,4
670,person,,low,neg,5,7
670,person,,low,neg,8,9
670,person,,low,neg,10,12
670,person,,low,neg,13,16
670,person,,low,pos,17,20
670,person,,low,neg,22,23
670,person,,low,neg,24,27
670,person,,low,neg,29,32
670,person,,low,neg,33,34
670,person,,low,neg,35,37
670,person,,low,pos,38,41
670,person,,low,neg,42,44
670,person,,low,neg,46,47
670,person,,low,neg,48,50
671,person,,low,pos,2,4
671,person,,low,neg,5,8
671,person,,low,neg,9,10
671,person,,low,neg,11,13
671,person,,low,neg,15,18
671,person,,low,neg,19,20
671,person,,low,neg,21,22
671,person,,low,neg,24,26
671,person,,low,neg,28,31
671,person,,low,neg,33,35
671,person,,low,neg,36,38
671,person,,low,neg,41,42
671,person,,low,neg,43,44
671,person,,low,neg,45,48
671,person,,low,neg,49,51
672,person,,low,neg,1,3
672,person,,low,neg,5,8
672,person,,low,neg,10,13
672,person,,low,neg,14,15
672,person,,low,neg,16,17
672,person,,low,neg,18,21
672,person,,low,neg,22,25
672,person,,low,pos,28,29
672,person,,low,neg,30,32
672,person,,low,neg,33,34
672,person,,low,neg,36,39
672,person,,low,neg,44,45
672,person,,low,neg,46,48
673,person,,high,neg,1,3
673,person,,high,neg,4,6
673,person,,high,neg,7,10
673,person,,high,neg,11,12
673,person,,high,neg,14,15
673,person,,high,neg,18,20
673,person,,high,neg,23,25
673,person,,high,neg,27,30
673,person,,high,neg,31,32
673,person,,high,neg,33,36
673,person,,high,neg,37,38
673,person,,high,neg,39,41
673,person,,high,neg,43,45
673,person,,high,neg,46,48
674,person,,low,neg,1,2
674,person,,low,neg,3,5
674,person,,low,neg,6,8
674,person,,low,neg,9,11
674,person,,low,neg,12,13
674,person,,low,neg,16,19
674,person,,low,pos,20,22
674,person,,low,neg,24,26
674,person,,low,neg,27,29
674,person,,low,neg,30,32
674,person,,low,neg,35,36
674,person,,low,neg,38,39
674,person,,low,neg,40,42
674,person,,low,neg,43,44
674,person,,low,neg,45,47
674,person,,low,neg,48,49
675,person,,low,neg,1,3
675,person,,low,neg,5,8
675,person,,low,neg,9,11
675,person,,low,neg,12,13
675,person,,low,neg,14,15
675,person,,low,neg,16,17
675,person,,low,neg,18,20
675,person,,low,neg,21,23
675,person,,low,neg,24,26
675,person,,low,neg,27,30
675,person,,low,neg,31,34
675,person,,low,neg,35,37
675,person,,low,neg,38,40
675,person,,low,neg,41,44
675,person,,low,neg,45,47
675,person,,low,neg,48,50
676,person,,low,neg,1,2
676,person,,low,neg,3,5
676,person,,low,neg,6,8
676,person,,low,neg,9,11
676,person,,low,neg,12,14
676,person,,low,pos,15,16
676,person,,low,neg,17,19
676,person,,low,neg,20,23
676,person,,low,neg,24,26
676,person,,low,neg,27,28
676,person,,low,neg,29,31
676,person,,low,pos,34,35
676,person,,low,neg,37,39
676,person,,low,neg,40,41
676,person,,low,neg,42,45
676,person,,low,neg,46,47
676,person,,low,neg,48,51
677,person,,low,neg,1,4
677,person,,low,neg,5,7
677,person,,low,neg,9,11
677,person,,low,neg,12,14
677,person,,low,neg,15,18
677,person,,low,neg,19,22
677,person,,low,neg,23,24
677,person,,low,neg,25,26
677,person,,low,neg,29,31
677,person,,low,neg,32,35
677,person,,low,neg,37,38
677,person,,low,neg,39,40
677,person,,low,neg,41,43
677,person,,low,neg,45,48
678,person,,low,neg,2,3
678,person,,low,neg,4,5
678,person,,low,neg,8,9
678,person,,low,neg,11,14
678,person,,low,neg,15,18
678,person,,low,neg,20,22
678,person,,low,neg,23,26
678,person,,low,neg,27,30
678,person,,low,neg,31,33
678,person,,low,neg,34,36
678,person,,low,neg,37,38
678,person,,low,pos,40,42
678,person,,low,neg,43,45
678,person,,low,neg,46,49
679,person,,low,neg,1,3
679,person,,low,neg,4,6
679,person,,low,neg,7,8
679,person,,low,neg,9,10
679,person,,low,neg,12,13
679,person,,low,neg,14,16
679,person,,low,neg,18,21
679,person,,low,neg,22,24
679,person,,low,neg,25,26
679,person,,low,neg,27,28
679,person,,low,neg,29,31
679,person,,low,neg,33,35
679,person,,low,neg,36,38
679,person,,low,neg,40,42
679,person,,low,neg,43,46
679,person,,low,neg,47,50
680,person,,low,neg,1,3
680,person,,low,neg,4,7
680,person,,low,neg,8,9
680,person,,low,neg,10,11
680,person,,low,neg,14,15
680,person,,low,neg,16,18
680,person,,low,neg,19,21
680,person,,low,neg,23,25
680,person,,low,neg,28,31
680,person,,low,neg,34,35
680,person,,low,neg,36,38
680,person,,low,neg,39,41
680,person,,low,neg,42,43
680,person,,low,pos,44,46
680,person,,low,neg,48,50
681,person,,low,neg,1,2
681,person,,low,neg,3,5
681,person,,low,neg,6,8
681,person,,low,neg,9,11
681,person,,low,neg,12,14
681,person,,low,neg,15,17
681,person,,low,neg,18,20
681,person,,low,neg,21,22
681,person,,low,neg,23,25
681,person,,low,neg,26,27
681,person,,low,neg,28,29
681,person,,low,neg,31,33
681,person,,low,neg,34,36
681,person,,low,neg,37,39
681,person,,low,neg,40,43
681,person,,low,pos,47,48
682,person,,low,neg,1,2
682,person,,low,neg,3,6
682,person,,low,neg,8,10
682,person,,low,neg,11,12
682,person,,low,neg,13,15
682,person,,low,neg,16,17
682,person,,low,neg,19,21
682,person,,low,neg,22,23
682,person,,low,neg,24,26
682,person,,low,pos,29,31
682,person,,low,neg,34,35
682,person,,low,neg,36,37
682,person,,low,neg,39,40
682,person,,low,neg,41,43
682,person,,low,neg,44,47
682,person,,low,neg,48,49
683,person,,low,neg,1,3
